date_nr,xau,xag,xpt,cad,eur,jpy,gbp,chf,aud,hkd,nzd,krw,mxn,low,high,open,close,volume,xau_lag,xag_lag,xpt_lag,cad_lag,eur_lag,jpy_lag,gbp_lag,chf_lag,aud_lag,hkd_lag,nzd_lag,krw_lag,mxn_lag,low_lag,high_lag,open_lag,close_lag,volume_lag,xau_prc,xag_prc,xpt_prc,cad_prc,eur_prc,jpy_prc,gbp_prc,chf_prc,aud_prc,hkd_prc,nzd_prc,krw_prc,mxn_prc,low_prc,high_prc,open_prc,close_prc,volume_prc
20150123,1294.8,18.23,1274,0.80626,1.1279,0.0084899,1.5021,1.14142,0.79344,0.12901,0.74756,0.00092881,0.068298,215,235,230,235,0.18000100000000005,1295.8,18.08,1279,0.80834,1.1413,0.0084795,1.5051,1.15197,0.80972,0.129,0.75507,0.00092393,0.068475,216.59,257.73,245.5,226.32,4.359999999999971,-0.07716049382716049,0.0,-0.3909304143862392,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.9216589861751152,-8.914728682170542,-6.504065040650407,3.982300884955752,-100.0
20150126,1281.2,17.83,1256,0.80574,1.1289,0.0084441,1.5088,1.1124,0.79333,0.12899,0.74248,0.00092579,0.068657,241.43,322.72,262.78,274.48,5180.318794040011,1294.8,18.23,1274,0.80626,1.1279,0.0084899,1.5021,1.14142,0.79344,0.12901,0.74756,0.00092881,0.068298,215,235,230,235,0.18000100000000005,-1.0810810810810811,0.0,-1.4128728414442702,0.0,0.0,,0.0,0.0,0.0,,0.0,,,12.093023255813954,37.4468085106383,14.347826086956522,16.595744680851062,
20150127,1288.5,17.87,1262,0.80619,1.1369,0.0085053,1.5194,1.10561,0.79394,0.129,0.74605,0.00092873,0.068583,244.03,278.47,274.73,263.65,1630.2117655299871,1281.2,17.83,1256,0.80574,1.1289,0.0084441,1.5088,1.1124,0.79333,0.12899,0.74248,0.00092579,0.068657,241.43,322.72,262.78,274.48,5180.318794040011,0.624512099921936,0.0,0.47770700636942676,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.2448132780082988,-13.93188854489164,4.562737642585551,-3.64963503649635,-68.53281853281852
20150128,1288,18.01,1257,0.80315,1.1341,0.0084893,1.5164,1.10393,0.7972,0.12899,0.74508,0.00092121,0.068083,228.5,265.99,263.96,236.09,5339.784137060139,1288.5,17.87,1262,0.80619,1.1369,0.0085053,1.5194,1.10561,0.79394,0.129,0.74605,0.00092873,0.068583,244.03,278.47,274.73,263.65,1630.2117655299871,-0.07757951900698215,0.0,-0.39619651347068147,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-6.147540983606557,-4.316546762589928,-4.0,-10.606060606060606,227.60736196319021
20150129,1268.7,17.43,1233,0.79089,1.1308,0.0084546,1.5042,1.08368,0.7757,0.129,0.72588,0.00090952,0.067178,221.14,242,235.89,235.03,6637.404347900122,1288,18.01,1257,0.80315,1.1341,0.0084893,1.5164,1.10393,0.7972,0.12899,0.74508,0.00092121,0.068083,228.5,265.99,263.96,236.09,5339.784137060139,-1.4751552795031055,-5.555555555555555,-1.9093078758949882,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-3.4934497816593884,-9.022556390977442,-10.606060606060606,-0.423728813559322,24.288389513108612
20150130,1260.2,16.92,1221,0.78635,1.129,0.0085162,1.5026,1.08563,0.77613,0.12898,0.7247,0.00090509,0.066627,227.89,244.59,235,229.07,5774.295652190104,1268.7,17.43,1233,0.79089,1.1308,0.0084546,1.5042,1.08368,0.7757,0.129,0.72588,0.00090952,0.067178,221.14,242,235.89,235.03,6637.404347900122,-0.7092198581560284,0.0,-0.9732360097323601,0.0,0.0,,0.0,0.0,0.0,,0.0,,,3.167420814479638,1.2396694214876034,-0.423728813559322,-2.553191489361702,-13.002862739189395
20150202,1272.5,17.22,1223,0.79504,1.1336,0.0085228,1.5026,1.07934,0.78176,0.12898,0.73016,0.00090873,0.067189,220.89,240.1,228.39,237.83,7451.634216180972,1260.2,16.92,1221,0.78635,1.129,0.0085162,1.5026,1.08563,0.77613,0.12898,0.7247,0.00090509,0.066627,227.89,244.59,235,229.07,5774.295652190104,1.0317460317460316,0.0,0.16380016380016382,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-3.070175438596491,-2.0408163265306123,-2.9787234042553195,3.9301310043668125,29.06130931763076
20150203,1264.2,17.59,1228,0.80283,1.1461,0.00851,1.5128,1.08269,0.7736,0.12897,0.72928,0.00091201,0.067775,225.32,243.9,237.01,228.58,8321.94298864069,1272.5,17.22,1223,0.79504,1.1336,0.0085228,1.5026,1.07934,0.78176,0.12898,0.73016,0.00090873,0.067189,220.89,240.1,228.39,237.83,7451.634216180972,-0.7069913589945012,5.88235294117647,0.4088307440719542,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.809954751131222,1.6666666666666667,3.9473684210526314,-3.7815126050420167,11.674718196457327
20150204,1268.5,17.39,1238,0.79681,1.1418,0.008502,1.5208,1.08231,0.77602,0.129,0.73697,0.00091952,0.067586,221.5,230.99,228.77,227.11,9144.88277442082,1264.2,17.59,1228,0.80283,1.1461,0.00851,1.5128,1.08269,0.7736,0.12897,0.72928,0.00091201,0.067775,225.32,243.9,237.01,228.58,8321.94298864069,0.39556962025316456,-5.555555555555555,0.8143322475570033,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.3333333333333335,-5.327868852459016,-3.375527426160337,-0.8733624454148471,9.889449651526075
20150205,1259.2,17,1235,0.80502,1.1432,0.0085171,1.5292,1.0809,0.78007,0.129,0.73877,0.00091934,0.067799,215,228.9,227.11,216.76,7405.30152893045,1268.5,17.39,1238,0.79681,1.1418,0.008502,1.5208,1.08231,0.77602,0.129,0.73697,0.00091952,0.067586,221.5,230.99,228.77,227.11,9144.88277442082,-0.7880220646178092,0.0,-0.24232633279483037,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-3.153153153153153,-0.8658008658008658,-0.8733624454148471,-4.405286343612335,-19.026790595954076
20150206,1241,17.22,1239,0.79853,1.133,0.0083926,1.5245,1.08321,0.78065,0.12899,0.73593,0.00091112,0.067021,216.03,226.64,216.84,223.2,5693.965066640364,1259.2,17,1235,0.80502,1.1432,0.0085171,1.5292,1.0809,0.78007,0.129,0.73877,0.00091934,0.067799,215,228.9,227.11,216.76,7405.30152893045,-1.4297061159650517,0.0,0.32388663967611336,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.46511627906976744,-0.8733624454148471,-4.405286343612335,2.7649769585253456,-23.10600945307225
