date_nr,xau,xag,xpt,cad,eur,jpy,gbp,chf,aud,hkd,nzd,krw,mxn,low,high,open,close,volume,xau_lag,xag_lag,xpt_lag,cad_lag,eur_lag,jpy_lag,gbp_lag,chf_lag,aud_lag,hkd_lag,nzd_lag,krw_lag,mxn_lag,low_lag,high_lag,open_lag,close_lag,volume_lag,xau_prc,xag_prc,xpt_prc,cad_prc,eur_prc,jpy_prc,gbp_prc,chf_prc,aud_prc,hkd_prc,nzd_prc,krw_prc,mxn_prc,low_prc,high_prc,open_prc,close_prc,volume_prc
20150703,1167.9,15.64,1083,0.79548,1.1096,0.0081537,1.5573,1.06229,0.75149,0.12898,0.66908,0.00089094,0.063678,252.77,257.37,254.86,256.95,4782.983464980218,,,,0.7958,1.109,0.0081171,1.5613,1.05953,0.76293,0.12901,0.67253,0.00089209,0.063735,253,262,258.96,254.85,6283.471265291334,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,-1.9083969465648856,-1.5444015444015444,0.7843137254901961,-23.873945567404107
20150706,1166,15.59,1047,0.79202,1.1075,0.0081578,1.5619,1.06003,0.75202,0.12898,0.67013,0.00088785,0.063512,268.27,277.88,272.17,269.94,10013.390944411009,1167.9,15.64,1083,0.79548,1.1096,0.0081537,1.5573,1.06229,0.75149,0.12898,0.66908,0.00089094,0.063678,252.77,257.37,254.86,256.95,4782.983464980218,-0.17123287671232876,0.0,-3.32409972299169,0.0,0.0,,0.0,0.0,0.0,,0.0,,,5.928853754940711,8.171206225680933,6.666666666666667,5.058365758754864,109.34559899644573
20150707,1156.2,15.61,1058,0.78493,1.0951,0.0081868,1.5448,1.05463,0.74356,0.12894,0.66617,0.00088069,0.063163,264.5,272.11,269.78,266.18,6984.362157803134,1166,15.59,1047,0.79202,1.1075,0.0081578,1.5619,1.06003,0.75202,0.12898,0.67013,0.00088785,0.063512,268.27,277.88,272.17,269.94,10013.390944411009,-0.8576329331046313,0.0,1.0506208213944603,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.1194029850746268,-2.158273381294964,-0.7352941176470588,-1.4814814814814816,-30.25067412363927
20150708,1158.5,14.99,1016,0.78604,1.1072,0.0082927,1.5352,1.05722,0.74446,0.129,0.67419,0.00088272,0.063245,264.41,273.97,266.18,270.97,7798.115880972363,1156.2,15.61,1058,0.78493,1.0951,0.0081868,1.5448,1.05463,0.74356,0.12894,0.66617,0.00088069,0.063163,264.5,272.11,269.78,266.18,6984.362157803134,0.25951557093425603,-6.25,-3.9697542533081283,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.37735849056603776,0.7352941176470588,-1.4814814814814816,1.8796992481203008,11.655211912943871
20150709,1164.3,15.38,1032,0.78561,1.1024,0.0082489,1.5374,1.05311,0.74374,0.12901,0.67248,0.00088381,0.06332,267.1,272.5,271.5,269.75,6970.2822474517525,1158.5,14.99,1016,0.78604,1.1072,0.0082927,1.5352,1.05722,0.74446,0.129,0.67419,0.00088272,0.063245,264.41,273.97,266.18,270.97,7798.115880972363,0.4314063848144953,0.0,1.574803149606299,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.1363636363636365,-0.36496350364963503,2.2556390977443606,-0.36900369003690037,-10.618107206976148
20150710,1159.3,15.45,1032,0.78647,1.115,0.0081479,1.5501,1.06245,0.74251,0.12901,0.66976,0.00088636,0.063563,269,294.71,269.77,286.67,15892.66692725266,1164.3,15.38,1032,0.78561,1.1024,0.0082489,1.5374,1.05311,0.74374,0.12901,0.67248,0.00088381,0.06332,267.1,272.5,271.5,269.75,6970.2822474517525,-0.429553264604811,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.7490636704119851,8.058608058608058,-0.7352941176470588,6.296296296296296,128.02008608321378
20150713,1154,15.45,,0.78358,1.1019,0.00811,1.5517,1.05344,0.74063,0.12899,0.66925,0.00088152,0.063556,281.62,312.91,312.19,293.08,12936.002782982867,1159.3,15.45,1032,0.78647,1.115,0.0081479,1.5501,1.06245,0.74251,0.12901,0.66976,0.00088636,0.063563,269,294.71,269.77,286.67,15892.66692725266,-0.4314063848144953,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,4.83271375464684,6.101694915254238,15.555555555555555,2.0905923344947737,-18.605675454602654
20150714,1157.4,15.28,1032,0.78444,1.1015,0.0081032,1.5584,1.05656,0.7449,0.12901,0.67061,0.00087465,0.063806,286.25,297.78,292.93,287.51,7146.061481461482,1154,15.45,,0.78358,1.1019,0.00811,1.5517,1.05344,0.74063,0.12899,0.66925,0.00088152,0.063556,281.62,312.91,312.19,293.08,12936.002782982867,0.25996533795493937,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.4184397163120568,-4.792332268370607,-6.089743589743589,-1.7064846416382253,-44.75881261595547
20150715,1147.4,15.31,1023,0.77298,1.0964,0.0080699,1.562,1.05001,0.73657,0.12902,0.66043,0.00087192,0.063392,284.98,294.11,287.48,285.7,7586.059252601257,1157.4,15.28,1032,0.78444,1.1015,0.0081032,1.5584,1.05656,0.7449,0.12901,0.67061,0.00087465,0.063806,286.25,297.78,292.93,287.51,7146.061481461482,-0.864304235090752,0.0,-0.872093023255814,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.34965034965034963,-1.342281879194631,-2.04778156996587,-0.6944444444444444,6.157290792051497
20150716,1144.4,14.93,1030,0.77286,1.0897,0.0080609,1.5599,1.0456,0.74287,0.12902,0.65376,0.00087256,0.063282,275,292.78,285.7,279.38,8604.671233282083,1147.4,15.31,1023,0.77298,1.0964,0.0080699,1.562,1.05001,0.73657,0.12902,0.66043,0.00087192,0.063392,284.98,294.11,287.48,285.7,7586.059252601257,-0.26155187445510025,0.0,0.6842619745845552,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-3.508771929824561,-0.3401360544217687,-0.34843205574912894,-2.4475524475524475,13.43263907197469
20150717,1132.8,15.01,1019,0.76935,1.0848,0.0080628,1.5623,1.04054,0.73696,0.12902,0.65256,0.00087013,0.06284,272.64,281.38,279.38,280.58,6977.01744653139,1144.4,14.93,1030,0.77286,1.0897,0.0080609,1.5599,1.0456,0.74287,0.12902,0.65376,0.00087256,0.063282,275,292.78,285.7,279.38,8604.671233282083,-0.9615384615384616,0.0,-1.0679611650485437,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.7272727272727273,-4.09556313993174,-2.4475524475524475,0.7168458781362007,-18.919233004067404
20150720,1104.6,14.84,,0.7703,1.085,0.0080496,1.5586,1.03821,0.73795,0.12902,0.65699,0.00086427,0.06254,273.34,280,275.6,280,5476.616588550501,1132.8,15.01,1019,0.76935,1.0848,0.0080628,1.5623,1.04054,0.73696,0.12902,0.65256,0.00087013,0.06284,272.64,281.38,279.38,280.58,6977.01744653139,-2.471315092674316,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,-0.3558718861209964,-1.0752688172043012,-0.3558718861209964,-21.499211695571162
20150721,1105.6,14.75,998,0.77155,1.0927,0.0080704,1.555,1.04267,0.74284,0.12902,0.66283,0.0008703,0.062665,276.85,281.27,279.96,277.32,4943.559434370182,1104.6,14.84,,0.7703,1.085,0.0080496,1.5586,1.03821,0.73795,0.12902,0.65699,0.00086427,0.06254,273.34,280,275.6,280,5476.616588550501,0.09049773755656108,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.465201465201465,0.35714285714285715,1.4492753623188406,-1.0714285714285714,-9.731604893189703
20150722,1088.6,14.78,981,0.7677,1.0884,0.0080608,1.5615,1.04007,0.73684,0.12903,0.65707,0.00086366,0.062076,275.01,278.54,277.33,277.89,4687.909383310388,1105.6,14.75,998,0.77155,1.0927,0.0080704,1.555,1.04267,0.74284,0.12902,0.66283,0.0008703,0.062665,276.85,281.27,279.96,277.32,4943.559434370182,-1.5370705244122964,0.0,-1.7034068136272544,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.7220216606498195,-0.7117437722419928,-1.0714285714285714,0.36101083032490977,-5.177993527508091
20150723,1097.4,14.88,982,0.76746,1.0975,0.0080737,1.5533,1.04352,0.73738,0.12901,0.66447,0.00086109,0.06198,276.28,279.75,277.96,277.39,5306.8215753105915,1088.6,14.78,981,0.7677,1.0884,0.0080608,1.5615,1.04007,0.73684,0.12903,0.65707,0.00086366,0.062076,275.01,278.54,277.33,277.89,4687.909383310388,0.7346189164370982,0.0,0.10193679918450561,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.36363636363636365,0.35842293906810035,0.36101083032490977,-0.3597122302158274,13.203924914675769
20150724,1080.8,14.49,894.38,0.7657,1.0976,0.0080781,1.5513,1.03936,0.72779,0.12901,0.65857,0.00085452,0.061624,276.43,291.52,277.23,289.12,7362.469082951227,1097.4,14.88,982,0.76746,1.0975,0.0080737,1.5533,1.04352,0.73738,0.12901,0.66447,0.00086109,0.06198,276.28,279.75,277.96,277.39,5306.8215753105915,-1.4585232452142205,-6.666666666666667,-8.961303462321792,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,4.285714285714286,-0.3597122302158274,4.332129963898916,38.7224420576597
20150727,1100,14.69,888.99,0.7687,1.1112,0.0081175,1.5594,1.04189,0.73034,0.12902,0.66347,0.00085556,0.061473,287.24,297,293.88,294.21,6461.033134900406,1080.8,14.49,894.38,0.7657,1.0976,0.0080781,1.5513,1.03936,0.72779,0.12901,0.65857,0.00085452,0.061624,276.43,291.52,277.23,289.12,7362.469082951227,1.757631822386679,7.142857142857142,-0.5592841163310962,0.0,0.0,,0.0,0.0,0.0,,0.0,,,3.985507246376811,1.7123287671232876,6.137184115523466,1.7301038062283738,-12.23852214072263
20150728,1096.2,14.54,886.08,0.77316,1.1055,0.0080949,1.5615,1.03734,0.73241,0.12901,0.66862,0.00086052,0.061497,293.65,298,294.22,295.76,5761.869617700465,1100,14.69,888.99,0.7687,1.1112,0.0081175,1.5594,1.04189,0.73034,0.12902,0.66347,0.00085556,0.061473,287.24,297,293.88,294.21,6461.033134900406,-0.36363636363636365,0.0,-0.3374578177727784,0.0,0.0,,0.0,0.0,0.0,,0.0,,,2.4390243902439024,0.33670033670033667,0.0,0.6802721088435374,-10.81875870608265
20150729,1090.3,14.61,892,0.77562,1.1024,0.0080742,1.5622,1.03816,0.73063,0.12901,0.66803,0.00086248,0.061747,289.01,296.58,295.74,290.19,5223.396170640502,1096.2,14.54,886.08,0.77316,1.1055,0.0080949,1.5615,1.03734,0.73241,0.12901,0.66862,0.00086052,0.061497,293.65,298,294.22,295.76,5761.869617700465,-0.5474452554744526,0.0,0.6772009029345373,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.7006802721088436,-0.33557046979865773,0.6802721088435374,-2.027027027027027,-9.3543908365151
20150730,1087.5,14.64,898.31,0.7677,1.0914,0.0080378,1.5581,1.03125,0.7277,0.12899,0.65884,0.00085137,0.060679,286.56,291.56,290.26,288.49,5138.981548560032,1090.3,14.61,892,0.77562,1.1024,0.0080742,1.5622,1.03816,0.73063,0.12901,0.66803,0.00086248,0.061747,289.01,296.58,295.74,290.19,5223.396170640502,-0.1834862385321101,0.0,0.672645739910314,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.6920415224913495,-1.6835016835016834,-2.027027027027027,-0.6896551724137931,-1.6082711085583
20150731,1098.4,14.56,894.38,0.76646,1.1028,0.0080708,1.5633,1.03763,0.73312,0.129,0.66237,0.00086073,0.062252,282.79,290,288.49,285.19,5676.618458930119,1087.5,14.64,898.31,0.7677,1.0914,0.0080378,1.5581,1.03125,0.7277,0.12899,0.65884,0.00085137,0.060679,286.56,291.56,290.26,288.49,5138.981548560032,0.9191176470588236,0.0,-0.4454342984409799,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.3937282229965158,-0.684931506849315,-0.6896551724137931,-1.0416666666666665,10.468962833236038
20150804,1090.6,14.54,870.95,0.76191,1.0953,0.008061,1.5611,1.02773,0.74187,0.12897,0.65867,0.00086095,0.061859,280.11,286.47,280.95,285.51,5580.220529550003,1098.4,14.56,894.38,0.76646,1.1028,0.0080708,1.5633,1.03763,0.73312,0.129,0.66237,0.00086073,0.062252,282.79,290,288.49,285.19,5676.618458930119,-0.6375227686703097,0.0,-2.5727069351230423,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.0600706713780919,-1.3793103448275863,-2.430555555555556,0.3508771929824561,-1.7086489342962832
20150805,1085.1,14.52,875.17,0.75855,1.0868,0.0080103,1.5604,1.01927,0.73458,0.12899,0.65205,0.00085034,0.061049,282.01,286.25,285.6,282.77,5765.4877966700415,1090.6,14.54,870.95,0.76191,1.0953,0.008061,1.5611,1.02773,0.74187,0.12897,0.65867,0.00086095,0.061859,280.11,286.47,280.95,285.51,5580.220529550003,-0.5499541704857929,0.0,0.4592422502870264,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.7142857142857143,0.0,1.7793594306049825,-1.048951048951049,3.315412186379928
20150806,1089.7,14.59,871.96,0.76034,1.0921,0.0080292,1.5519,1.01939,0.73442,0.12902,0.6545,0.00085919,0.061116,278.95,282.61,282.44,279.65,5027.855640670022,1085.1,14.52,875.17,0.75855,1.0868,0.0080103,1.5604,1.01927,0.73458,0.12899,0.65205,0.00085034,0.061049,282.01,286.25,285.6,282.77,5765.4877966700415,0.4608294930875576,0.0,-0.34285714285714286,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.0638297872340425,-1.048951048951049,-1.3986013986013985,-1.0600706713780919,-12.784041630529055
20150807,1093.5,14.75,872.31,0.76208,1.0956,0.0080476,1.5464,1.01783,0.73922,0.12899,0.6592,0.0008581,0.061789,277.05,281.17,279.37,279.94,5212.456900650103,1089.7,14.59,871.96,0.76034,1.0921,0.0080292,1.5519,1.01939,0.73442,0.12902,0.6545,0.00085919,0.061116,278.95,282.61,282.44,279.65,5027.855640670022,0.3669724770642202,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.7168458781362007,-0.7067137809187279,-1.0638297872340425,0.0,3.659506762132061
20150810,1097,14.88,880.98,0.76593,1.0994,0.008027,1.5545,1.01578,0.74042,0.12898,0.66008,0.00086014,0.061895,263.17,268.89,267.6,265.15,5478.5821489301825,1093.5,14.75,872.31,0.76208,1.0956,0.0080476,1.5464,1.01783,0.73922,0.12899,0.6592,0.0008581,0.061789,277.05,281.17,279.37,279.94,5212.456900650103,0.2742230347349177,0.0,1.0321100917431194,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-5.054151624548736,-4.270462633451958,-3.942652329749104,-5.357142857142857,5.122793553338449
20150811,1108.2,15.31,901.18,0.76057,1.104,0.0080088,1.5571,1.01323,0.72863,0.12882,0.65349,0.00084576,0.061218,264.91,271.99,265.15,271.99,5796.144792850137,1097,14.88,880.98,0.76593,1.0994,0.008027,1.5545,1.01578,0.74042,0.12898,0.66008,0.00086014,0.061895,263.17,268.89,267.6,265.15,5478.5821489301825,1.0027347310847767,0.0,2.2701475595913734,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.7604562737642585,1.1152416356877324,-1.1194029850746268,2.6415094339622645,5.785727322504107
20150812,1119,15.36,889.49,0.77083,1.1197,0.0080706,1.5639,1.03176,0.73761,0.12893,0.66353,0.000851,0.061358,265.79,272.4,271.99,266.94,6350.256018950263,1108.2,15.31,901.18,0.76057,1.104,0.0080088,1.5571,1.01323,0.72863,0.12882,0.65349,0.00084576,0.061218,264.91,271.99,265.15,271.99,5796.144792850137,0.9927797833935018,0.0,-1.3318534961154271,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.37735849056603776,0.0,2.6415094339622645,-1.8382352941176472,9.558316080055212
20150813,1116.7,15.33,891.59,0.76464,1.1145,0.008044,1.5596,1.02447,0.73627,0.12895,0.65721,0.00084952,0.061057,262.94,267.82,266.81,264.67,5343.423017530185,1119,15.36,889.49,0.77083,1.1197,0.0080706,1.5639,1.03176,0.73761,0.12893,0.66353,0.000851,0.061358,265.79,272.4,271.99,266.94,6350.256018950263,-0.17873100983020554,0.0,0.3374578177727784,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.1278195488721803,-1.4705882352941175,-1.8382352941176472,-0.7490636704119851,-15.858267716535432
20150814,1118.3,15.55,890.48,0.76464,1.1109,0.008044,1.5623,1.02233,0.73757,0.12894,0.65454,0.00084799,0.061103,262.5,267.98,264.48,266.17,6859.076970330372,1116.7,15.33,891.59,0.76464,1.1145,0.008044,1.5596,1.02447,0.73627,0.12895,0.65721,0.00084952,0.061057,262.94,267.82,266.81,264.67,5343.423017530185,0.08952551477170993,6.666666666666667,-0.2242152466367713,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.1235955056179776,0.37735849056603776,28.37357289912034
20150817,1118.8,15.23,896.4,0.76388,1.1076,0.0080437,1.5595,1.0233,0.73852,0.12895,0.65793,0.00084562,0.060973,255.58,261.57,259.2,257.31,6966.279596211128,1118.3,15.55,890.48,0.76464,1.1109,0.008044,1.5623,1.02233,0.73757,0.12894,0.65454,0.00084799,0.061103,262.5,267.98,264.48,266.17,6859.076970330372,0.08944543828264759,-6.25,0.6741573033707865,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-2.6615969581749046,-2.2388059701492535,-1.893939393939394,-3.3834586466165413,1.5599941682461
20150818,1111.4,15.23,897.92,0.76494,1.1026,0.0080395,1.5657,1.02409,0.73342,0.12896,0.658,0.00084296,0.060881,200,258.04,257.56,221.99,11541.064295150418,1118.8,15.23,896.4,0.76388,1.1076,0.0080437,1.5595,1.0233,0.73852,0.12895,0.65793,0.00084562,0.060973,255.58,261.57,259.2,257.31,6966.279596211128,-0.7149240393208222,0.0,0.2232142857142857,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-21.875,-1.5267175572519083,-0.3861003861003861,-13.618677042801556,65.6761412575366
20150819,1126.1,14.84,899.55,0.75959,1.106,0.0080593,1.5643,1.03054,0.73149,0.12898,0.65628,0.0008439,0.060516,214.91,238.99,221.99,227.34,13329.69033609159,1111.4,15.23,897.92,0.76494,1.1026,0.0080395,1.5657,1.02409,0.73342,0.12896,0.658,0.00084296,0.060881,200,258.04,257.56,221.99,11541.064295150418,1.3501350135013501,0.0,0.22271714922048996,0.0,0.0,,0.0,0.0,0.0,,0.0,,,7.5,-7.3643410852713185,-13.953488372093023,2.2522522522522523,15.50125639026081
20150820,1147.7,15.5,913.26,0.76453,1.1199,0.0080963,1.5687,1.0393,0.73563,0.12899,0.66338,0.00084251,0.060023,227.45,238.2,227.46,235.56,8819.52508175112,1126.1,14.84,899.55,0.75959,1.106,0.0080593,1.5643,1.03054,0.73149,0.12898,0.65628,0.0008439,0.060516,214.91,238.99,221.99,227.34,13329.69033609159,1.9538188277087036,6.666666666666667,1.4444444444444444,0.0,0.0,,0.0,0.0,0.0,,0.0,,,5.5813953488372094,-0.41841004184100417,2.2522522522522523,3.9647577092511015,-33.833458364591145
20150821,1156.5,15.46,911.59,0.76051,1.1356,0.0081907,1.5696,1.054,0.73428,0.12901,0.67047,0.00083657,0.059069,231.15,236.99,235.56,232.85,8327.534676281633,1147.7,15.5,913.26,0.76453,1.1199,0.0080963,1.5687,1.0393,0.73563,0.12899,0.66338,0.00084251,0.060023,227.45,238.2,227.46,235.56,8819.52508175112,0.7839721254355401,-6.25,-0.10952902519167579,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.762114537444934,-0.42016806722689076,3.9647577092511015,-1.2711864406779663,-5.578231292517007
20150824,1166.5,14.94,869.34,0.75683,1.1578,0.0084235,1.573,1.06948,0.72013,0.12896,0.65042,0.00083705,0.058541,210,229.24,229.23,211.16,16523.779444941658,1156.5,15.46,911.59,0.76051,1.1356,0.0081907,1.5696,1.054,0.73428,0.12901,0.67047,0.00083657,0.059069,231.15,236.99,235.56,232.85,8327.534676281633,0.864304235090752,0.0,-4.714912280701754,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-9.090909090909092,-3.375527426160337,-2.9661016949152543,-9.44206008583691,98.4149855907781
20150825,1137.5,14.87,851.08,0.75211,1.141,0.0083409,1.5697,1.054,0.71834,0.12901,0.65192,0.00084461,0.058792,198.02,229.49,211.16,223.73,19685.205780352335,1166.5,14.94,869.34,0.75683,1.1578,0.0084235,1.573,1.06948,0.72013,0.12896,0.65042,0.00083705,0.058541,210,229.24,229.23,211.16,16523.779444941658,-2.4850042844901457,0.0,-2.0713463751438432,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-5.714285714285714,0.0,-7.860262008733625,6.161137440758294,19.129750665698378
20150826,1120.8,14.41,853.16,0.75171,1.1388,0.0083966,1.5491,1.0551,0.70864,0.129,0.64226,0.00084267,0.058506,220.16,231.97,223.73,226.81,9756.262620651372,1137.5,14.87,851.08,0.75211,1.141,0.0083409,1.5697,1.054,0.71834,0.12901,0.65192,0.00084461,0.058792,198.02,229.49,211.16,223.73,19685.205780352335,-1.493848857644991,-6.666666666666667,0.23501762632197415,0.0,0.0,,0.0,0.0,0.0,,0.0,,,11.11111111111111,1.3100436681222707,6.161137440758294,1.3392857142857142,-50.43942087884176
20150827,1119,14.27,875.22,0.75775,1.1236,0.008267,1.5409,1.03811,0.71774,0.12903,0.64742,0.00085398,0.059218,224,229.99,226.72,225.8,7891.146470131255,1120.8,14.41,853.16,0.75171,1.1388,0.0083966,1.5491,1.0551,0.70864,0.129,0.64226,0.00084267,0.058506,220.16,231.97,223.73,226.81,9756.262620651372,-0.17841213202497772,0.0,2.5791324736225087,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.8181818181818181,-0.8620689655172413,1.3392857142857142,-0.4405286343612335,-19.116441164411643
20150828,1135,14.44,884.85,0.75364,1.1171,0.0082448,1.5361,1.03934,0.71287,0.12903,0.64451,0.00084709,0.059583,221.2,236.18,225.62,231.55,9155.348865121205,1119,14.27,875.22,0.75775,1.1236,0.008267,1.5409,1.03811,0.71774,0.12903,0.64742,0.00085398,0.059218,224,229.99,226.72,225.8,7891.146470131255,1.4298480786416443,0.0,1.1428571428571428,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-1.3392857142857142,2.608695652173913,-0.4405286343612335,2.6548672566371683,16.018248637688508
20150831,,,,0.75626,1.1193,0.0082432,1.5362,1.03335,0.70997,0.12903,0.63473,0.00084474,0.059752,225.23,233,229.4,230.75,6986.515718671635,1135,14.44,884.85,0.75364,1.1171,0.0082448,1.5361,1.03934,0.71287,0.12903,0.64451,0.00084709,0.059583,221.2,236.18,225.62,231.55,9155.348865121205,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1.809954751131222,-1.2711864406779663,1.3274336283185841,-0.43103448275862066,-23.681048607318406
20150901,1142.3,14.68,893.62,0.75878,1.1263,0.008339,1.534,1.0393,0.70347,0.12903,0.63442,0.0008468,0.059261,226.42,233.5,230.76,228.22,8595.949772752077,,,,0.75626,1.1193,0.0082432,1.5362,1.03335,0.70997,0.12903,0.63473,0.00084474,0.059752,225.23,233,229.4,230.75,6986.515718671635,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.4444444444444444,0.4291845493562232,0.8733624454148471,-1.2987012987012987,23.02848146557893
20150902,1137.8,14.56,894.01,0.75126,1.124,0.0083315,1.5309,1.03178,0.701,0.12903,0.63429,0.00084441,0.059019,226.43,231.43,228.22,229.97,7461.084198331263,1142.3,14.68,893.62,0.75878,1.1263,0.008339,1.534,1.0393,0.70347,0.12903,0.63442,0.0008468,0.059261,226.42,233.5,230.76,228.22,8595.949772752077,-0.3502626970227671,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,-1.282051282051282,-1.2987012987012987,0.8771929824561403,-13.203815728245697
20150903,1128,14.71,900.76,0.75763,1.1102,0.0083188,1.5251,1.02387,0.7024,0.12902,0.63997,0.00084097,0.059558,226.48,230.79,229.95,227.25,6668.258624891383,1137.8,14.56,894.01,0.75126,1.124,0.0083315,1.5309,1.03178,0.701,0.12903,0.63429,0.00084441,0.059019,226.43,231.43,228.22,229.97,7461.084198331263,-0.8787346221441126,0.0,0.7829977628635347,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.8771929824561403,-1.3043478260869565,-10.62860206406648
20150904,1118.3,14.69,902.65,0.75341,1.1117,0.0084005,1.5194,1.02516,0.69163,0.12903,0.62781,0.00083553,0.059293,227.24,232.49,227.24,231.39,7070.5463603909775,1128,14.71,900.76,0.75763,1.1102,0.0083188,1.5251,1.02387,0.7024,0.12902,0.63997,0.00084097,0.059558,226.48,230.79,229.95,227.25,6668.258624891383,-0.8865248226950355,0.0,0.22197558268590456,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.4424778761061947,0.4329004329004329,-1.3043478260869565,1.762114537444934,6.0437912417516495
20150908,1121.2,14.63,888.19,0.75786,1.1181,0.0083517,1.538,1.02251,0.70224,0.12901,0.63464,0.00083592,0.059576,240.31,247.82,241.31,244.14,8296.9538545911,1118.3,14.69,902.65,0.75341,1.1117,0.0084005,1.5194,1.02516,0.69163,0.12903,0.62781,0.00083553,0.059293,227.24,232.49,227.24,231.39,7070.5463603909775,0.26833631484794274,0.0,-1.6611295681063125,0.0,0.0,,0.0,0.0,0.0,,0.0,,,5.726872246696035,6.896551724137931,6.167400881057269,5.627705627705628,17.338424550982886
20150909,1109.8,14.77,894.64,0.75626,1.1165,0.0082659,1.5363,1.02314,0.70234,0.12901,0.64002,0.00084171,0.059517,238.6,244.69,244.24,238.75,6819.436267680533,1121.2,14.63,888.19,0.75786,1.1181,0.0083517,1.538,1.02251,0.70224,0.12901,0.63464,0.00083592,0.059576,240.31,247.82,241.31,244.14,8296.9538545911,-0.9812667261373774,0.0,0.7882882882882882,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.4166666666666667,-1.2096774193548387,1.2448132780082988,-2.0491803278688523,-17.81366759069543
20150910,1109.5,14.72,882.54,0.75649,1.1263,0.0082835,1.5457,1.02731,0.70875,0.12903,0.63076,0.00084348,0.059664,236.69,241.4,238.74,238.52,5811.401953170333,1109.8,14.77,894.64,0.75626,1.1165,0.0082659,1.5363,1.02314,0.70234,0.12901,0.64002,0.00084171,0.059517,238.6,244.69,244.24,238.75,6819.436267680533,0.0,0.0,-1.3407821229050279,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-0.8368200836820083,-1.6326530612244898,-2.0491803278688523,0.0,-14.782226132864057
20150911,1101.3,14.58,864.48,0.75324,1.1336,0.0082856,1.5426,1.02704,0.70737,0.12903,0.63121,0.00084513,0.05943,238.5,241.54,238.55,240.9,5856.642800980789,1109.5,14.72,882.54,0.75649,1.1263,0.0082835,1.5457,1.02731,0.70875,0.12903,0.63076,0.00084348,0.059664,236.69,241.4,238.74,238.52,5811.401953170333,-0.8108108108108109,0.0,-2.1517553793884483,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.8438818565400843,0.4149377593360996,0.0,0.8368200836820083,0.791602133884013
20150914,1104.8,14.43,843.03,0.75358,1.1306,0.0083421,1.5422,1.03256,0.71372,0.12903,0.63286,0.00084552,0.059533,228.01,233.99,230.83,231.01,7984.562513260203,1101.3,14.58,864.48,0.75324,1.1336,0.0082856,1.5426,1.02704,0.70737,0.12903,0.63121,0.00084513,0.05943,238.5,241.54,238.55,240.9,5856.642800980789,0.36330608537693004,-6.666666666666667,-2.430555555555556,0.0,0.0,,0.0,0.0,0.0,,0.0,,,-4.602510460251046,-3.3057851239669422,-3.3472803347280333,-4.149377593360995,36.3325934778897
