date_nr,XAU,XAG,XPT,CAD,EUR,JPY,GBP,CHF,AUD,HKD,NZD,KRW,MXN,xau_prc,xag_prc,xpt_prc,cad_prc,eur_prc,jpy_prc,gbp_prc,chf_prc,aud_prc,hkd_prc,nzd_prc,krw_prc,mxn_prc,btc_low,btc_high,btc_open,btc_close,btc_volume,btc_low_prc,btc_high_prc,btc_open_prc,btc_close_prc,btc_volume_prc,eth_low,eth_high,eth_open,eth_close,eth_volume,eth_low_prc,eth_high_prc,eth_open_prc,eth_close_prc,eth_volume_prc,ltc_low,ltc_high,ltc_open,ltc_close,ltc_volume,ltc_low_prc,ltc_high_prc,ltc_open_prc,ltc_close_prc,ltc_volume_prc
20150102,1172.0,15.71,1193.0,0.85266,1.2013,0.0083186,1.5361,0.99949,0.81173,0.12892,0.77098,9.0467E-4,0.067539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150105,1200.0,15.88,1206.0,0.84839,1.1918,0.0083575,1.5234,0.99202,0.80945,0.12893,0.77017,9.0184E-4,0.066794,2.3890784982935154,1.0821133036282617,1.0896898575020955,-0.5007857762765928,-0.7908099558811341,0.46762676411895865,-0.8267690905539961,-0.7473811643938386,-0.280881573922357,0.0077567483710690695,-0.10506109107888367,-0.31282124973747316,-1.1030663764639626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150106,1210.2,16.29,1213.0,0.84717,1.1936,0.008459,1.5175,0.9939,0.81176,0.12898,0.78059,9.0986E-4,0.067197,0.8500000000000038,2.581863979848856,0.5804311774461027,-0.14380178927144344,0.15103205235778014,1.2144780137600857,-0.3872915846133659,0.1895123082195916,0.28537896102292104,0.03878073373149946,1.3529480504304225,0.8892930009757792,0.6033476060724025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150107,1210.5,16.33,1218.0,0.84381,1.182,0.0083664,1.5073,0.98414,0.80491,0.12895,0.77251,9.071E-4,0.067615,0.02478929102627289,0.24554941682012982,0.4122011541632316,-0.3966146109989766,-0.9718498659517473,-1.0946920439768293,-0.6721581548599661,-0.981990139853103,-0.8438454715679538,-0.023259420065128114,-1.0351144646997754,-0.30334337150770235,0.6220515796835986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150108,1215.5,16.37,1221.0,0.8466,1.181,0.0083669,1.5117,0.98332,0.81257,0.12894,0.78242,9.1179E-4,0.068439,0.41305245766212306,0.24494794856094737,0.24630541871921183,0.33064315426459395,-0.08460236886631894,0.005976286096774001,0.29191269156770117,-0.08332147865141575,0.9516591917108744,-0.007754943776665374,1.282831290209832,0.5170323007386188,1.218664497522747,264.81,360.0,360.0,288.99,10.289999999999827,,,,,,,,,,,,,,,,,,,,,,,,,
20150109,1217.7,16.24,1225.0,0.84338,1.1829,0.0084271,1.5151,0.9849,0.81901,0.12898,0.78283,9.2013E-4,0.068601,0.18099547511312591,-0.7941356139279324,0.32760032760032765,-0.3803449090479566,0.16088060965283765,0.7195018465620462,0.2249123503340509,0.16068014481552553,0.7925471036341485,0.031022180859323907,0.05240152347844143,0.9146843023064541,0.23670714066540346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150112,1226.5,16.52,1233.0,0.83822,1.1832,0.0084493,1.5167,0.98516,0.81643,0.12898,0.77754,9.2205E-4,0.068307,0.722673893405597,1.72413793103449,0.653061224489796,-0.6118238516445794,0.02536139994927441,0.26343582015165357,0.10560359052208079,0.026398619149156054,-0.31501446868780925,0.0,-0.6757533564119945,0.20866616673730687,-0.4285651812655628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150113,1231.5,17.0,1244.0,0.83696,1.1778,0.0084617,1.5165,0.98075,0.81628,0.12898,0.7731,9.2484E-4,0.068614,0.40766408479412963,2.9055690072639253,0.8921330089213302,-0.15031853212759513,-0.45638945233266326,0.1467577195744139,-0.013186523373111226,-0.44764302245320814,-0.018372671263915275,0.0,-0.5710317154101396,0.3025866276232329,0.4494414920871767,260.0,260.0,260.0,260.0,1.0,-1.8163966617574874,-27.77777777777778,-27.77777777777778,-10.031488978857404,-90.28182701652074,,,,,,,,,,,,,,,,,,,,
20150114,1235.0,16.64,1242.0,0.83626,1.1806,0.0085633,1.5232,0.98302,0.81619,0.12896,0.77454,9.249E-4,0.068607,0.2842062525375558,-2.1176470588235263,-0.1607717041800643,-0.08363601605811913,0.23773136355918967,1.200704350189661,0.4418067919551698,0.2314555187356609,-0.011025628460826492,-0.015506280043433091,0.18626309662398097,0.00648760866744182,-0.010201999591909995,109.87,221.0,200.0,170.0,11.129999979999807,-57.74230769230769,-15.0,-23.076923076923077,-34.61538461538461,1012.9999979999807,,,,,,,,,,,,,,,,,,,,
20150115,1259.0,17.12,1258.0,0.83808,1.1596,0.0085484,1.5161,1.11741,0.82107,0.12897,0.77892,9.2692E-4,0.068539,1.9433198380566803,2.8846153846153872,1.288244766505636,0.217635663549619,-1.7787565644587606,-0.17399834176076961,-0.4661239495798389,13.6711358873675,0.5978999987747946,0.007754342431769543,0.5654969401192889,0.21840198940426403,-0.09911525063040012,150.0,211.91,191.99,204.22,2.0922000400000007,36.52498407208519,-4.113122171945703,-4.0049999999999955,20.129411764705882,-81.20215594106375,,,,,,,,,,,,,,,,,,,,
