Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1417480920,370,370,370,370,0.02655554,9.8255498,370
1417480980,370,370,370,370,0.02655554,9.8255498,370
1417481040,370,370,370,370,0.02655554,9.8255498,370
1417481100,370,370,370,370,0.02655554,9.8255498,370
1417481160,370,370,370,370,0.02655554,9.8255498,370
1417481220,370,370,370,370,0.02655554,9.8255498,370
1417481280,370,370,370,370,0.02655554,9.8255498,370
1417481340,370,370,370,370,0.02655554,9.8255498,370
1417481400,370,370,370,370,0.02655554,9.8255498,370
1417481460,370,370,370,370,0.02655554,9.8255498,370
1417481520,370,370,370,370,0.02655554,9.8255498,370
1417481580,370,370,370,370,0.02655554,9.8255498,370
1417481640,370,370,370,370,0.02655554,9.8255498,370
1417481700,370,370,370,370,0.02655554,9.8255498,370
1417481760,370,370,370,370,0.02655554,9.8255498,370
1417481820,370,370,370,370,0.02655554,9.8255498,370
1417481880,370,370,370,370,0.02655554,9.8255498,370
1417481940,370,370,370,370,0.02655554,9.8255498,370
1417482000,370,370,370,370,0.02655554,9.8255498,370
1417482060,370,370,370,370,0.02655554,9.8255498,370
1417482120,370,370,370,370,0.02655554,9.8255498,370
1417482180,370,370,370,370,0.02655554,9.8255498,370
1417482240,370,370,370,370,0.02655554,9.8255498,370
1417482300,370,370,370,370,0.02655554,9.8255498,370
1417482360,370,370,370,370,0.02655554,9.8255498,370
1417482420,370,370,370,370,0.02655554,9.8255498,370
1417482480,370,370,370,370,0.02655554,9.8255498,370
1417482540,370,370,370,370,0.02655554,9.8255498,370
1417482600,370,370,370,370,0.02655554,9.8255498,370
1417482660,370,370,370,370,0.02655554,9.8255498,370
1417482720,370,370,370,370,0.02655554,9.8255498,370
1417482780,370,370,370,370,0.02655554,9.8255498,370
1417482840,370,370,370,370,0.02655554,9.8255498,370
1417482900,370,370,370,370,0.02655554,9.8255498,370
1417482960,370,370,370,370,0.02655554,9.8255498,370
1417483020,370,370,370,370,0.02655554,9.8255498,370
1417483080,370,370,370,370,0.02655554,9.8255498,370
1417483140,370,370,370,370,0.02655554,9.8255498,370
1417483200,370,370,370,370,0.02655554,9.8255498,370
1417483260,370,370,370,370,0.02655554,9.8255498,370
1417483320,370,370,370,370,0.02655554,9.8255498,370
1417483380,370,370,370,370,0.02655554,9.8255498,370
1417483440,370,370,370,370,0.02655554,9.8255498,370
1417483500,370,370,370,370,0.02655554,9.8255498,370
1417483560,370,370,370,370,0.02655554,9.8255498,370
1417483620,370,370,370,370,0.02655554,9.8255498,370
1417483680,370,370,370,370,0.02655554,9.8255498,370
1417483740,370,370,370,370,0.02655554,9.8255498,370
1417483800,370,370,370,370,0.02655554,9.8255498,370
1417483860,370,370,370,370,0.02655554,9.8255498,370
1417483920,370,370,370,370,0.02655554,9.8255498,370
1417483980,370,370,370,370,0.02655554,9.8255498,370
1417484040,370,370,370,370,0.02655554,9.8255498,370
1417484100,370,370,370,370,0.02655554,9.8255498,370
1417484160,370,370,370,370,0.02655554,9.8255498,370
1417484220,370,370,370,370,0.02655554,9.8255498,370
1417484280,370,370,370,370,0.02655554,9.8255498,370
1417484340,370,370,370,370,0.02655554,9.8255498,370
1417484400,370,370,370,370,0.02655554,9.8255498,370
1417484460,370,370,370,370,0.02655554,9.8255498,370
1417484520,370,370,370,370,0.02655554,9.8255498,370
1417484580,370,370,370,370,0.02655554,9.8255498,370
1417484640,370,370,370,370,0.02655554,9.8255498,370
1417484700,370,370,370,370,0.02655554,9.8255498,370
1417484760,370,370,370,370,0.02655554,9.8255498,370
1417484820,370,370,370,370,0.02655554,9.8255498,370
1417484880,370,370,370,370,0.02655554,9.8255498,370
1417484940,370,370,370,370,0.02655554,9.8255498,370
1417485000,370,370,370,370,0.02655554,9.8255498,370
1417485060,370,370,370,370,0.02655554,9.8255498,370
1417485120,370,370,370,370,0.02655554,9.8255498,370
1417485180,370,370,370,370,0.02655554,9.8255498,370
1417485240,370,370,370,370,0.02655554,9.8255498,370
1417485300,370,370,370,370,0.02655554,9.8255498,370
1417485360,370,370,370,370,0.02655554,9.8255498,370
1417485420,370,370,370,370,0.02655554,9.8255498,370
1417485480,370,370,370,370,0.02655554,9.8255498,370
1417485540,370,370,370,370,0.02655554,9.8255498,370
1417485600,370,370,370,370,0.02655554,9.8255498,370
1417485660,370,370,370,370,0.02655554,9.8255498,370
1417485720,370,370,370,370,0.02655554,9.8255498,370
1417485780,370,370,370,370,0.02655554,9.8255498,370
1417485840,370,370,370,370,0.02655554,9.8255498,370
1417485900,370,370,370,370,0.02655554,9.8255498,370
1417485960,370,370,370,370,0.02655554,9.8255498,370
1417486020,370,370,370,370,0.02655554,9.8255498,370
1417486080,370,370,370,370,0.02655554,9.8255498,370
1417486140,370,370,370,370,0.02655554,9.8255498,370
1417486200,370,370,370,370,0.02655554,9.8255498,370
1417486260,370,370,370,370,0.02655554,9.8255498,370
1417486320,370,370,370,370,0.02655554,9.8255498,370
1417486380,370,370,370,370,0.02655554,9.8255498,370
1417486440,370,370,370,370,0.02655554,9.8255498,370
1417486500,370,370,370,370,0.02655554,9.8255498,370
1417486560,370,370,370,370,0.02655554,9.8255498,370
1417486620,370,370,370,370,0.02655554,9.8255498,370
1417486680,370,370,370,370,0.02655554,9.8255498,370
1417486740,370,370,370,370,0.02655554,9.8255498,370
1417486800,370,370,370,370,0.02655554,9.8255498,370
1417486860,370,370,370,370,0.02655554,9.8255498,370
1417486920,370,370,370,370,0.02655554,9.8255498,370
1417486980,370,370,370,370,0.02655554,9.8255498,370
1417487040,370,370,370,370,0.02655554,9.8255498,370
1417487100,370,370,370,370,0.02655554,9.8255498,370
1417487160,370,370,370,370,0.02655554,9.8255498,370
1417487220,370,370,370,370,0.02655554,9.8255498,370
1417487280,370,370,370,370,0.02655554,9.8255498,370
1417487340,370,370,370,370,0.02655554,9.8255498,370
1417487400,370,370,370,370,0.02655554,9.8255498,370
1417487460,370,370,370,370,0.02655554,9.8255498,370
1417487520,370,370,370,370,0.02655554,9.8255498,370
1417487580,370,370,370,370,0.02655554,9.8255498,370
1417487640,370,370,370,370,0.02655554,9.8255498,370
1417487700,370,370,370,370,0.02655554,9.8255498,370
1417487760,370,370,370,370,0.02655554,9.8255498,370
1417487820,370,370,370,370,0.02655554,9.8255498,370
1417487880,370,370,370,370,0.02655554,9.8255498,370
1417487940,370,370,370,370,0.02655554,9.8255498,370
1417488000,370,370,370,370,0.02655554,9.8255498,370
1417488060,370,370,370,370,0.02655554,9.8255498,370
1417488120,370,370,370,370,0.02655554,9.8255498,370
1417488180,370,370,370,370,0.02655554,9.8255498,370
1417488240,370,370,370,370,0.02655554,9.8255498,370
1417488300,370,370,370,370,0.02655554,9.8255498,370
1417488360,370,370,370,370,0.02655554,9.8255498,370
1417488420,370,370,370,370,0.02655554,9.8255498,370
1417488480,370,370,370,370,0.02655554,9.8255498,370
1417488540,370,370,370,370,0.02655554,9.8255498,370
1417488600,370,370,370,370,0.02655554,9.8255498,370
1417488660,370,370,370,370,0.02655554,9.8255498,370
1417488720,370,370,370,370,0.02655554,9.8255498,370
1417488780,370,370,370,370,0.02655554,9.8255498,370
1417488840,370,370,370,370,0.02655554,9.8255498,370
1417488900,370,370,370,370,0.02655554,9.8255498,370
1417488960,370,370,370,370,0.02655554,9.8255498,370
1417489020,370,370,370,370,0.02655554,9.8255498,370
1417489080,370,370,370,370,0.02655554,9.8255498,370
1417489140,370,370,370,370,0.02655554,9.8255498,370
1417489200,370,370,370,370,0.02655554,9.8255498,370
1417489260,370,370,370,370,0.02655554,9.8255498,370
1417489320,370,370,370,370,0.02655554,9.8255498,370
1417489380,370,370,370,370,0.02655554,9.8255498,370
1417489440,370,370,370,370,0.02655554,9.8255498,370
1417489500,370,370,370,370,0.02655554,9.8255498,370
1417489560,370,370,370,370,0.02655554,9.8255498,370
1417489620,370,370,370,370,0.02655554,9.8255498,370
1417489680,370,370,370,370,0.02655554,9.8255498,370
1417489740,370,370,370,370,0.02655554,9.8255498,370
1417489800,370,370,370,370,0.02655554,9.8255498,370
1417489860,370,370,370,370,0.02655554,9.8255498,370
1417489920,370,370,370,370,0.02655554,9.8255498,370
1417489980,370,370,370,370,0.02655554,9.8255498,370
1417490040,370,370,370,370,0.02655554,9.8255498,370
1417490100,370,370,370,370,0.02655554,9.8255498,370
1417490160,370,370,370,370,0.02655554,9.8255498,370
1417490220,370,370,370,370,0.02655554,9.8255498,370
1417490280,370,370,370,370,0.02655554,9.8255498,370
1417490340,370,370,370,370,0.02655554,9.8255498,370
1417490400,370,370,370,370,0.02655554,9.8255498,370
1417490460,370,370,370,370,0.02655554,9.8255498,370
1417490520,370,370,370,370,0.02655554,9.8255498,370
1417490580,370,370,370,370,0.02655554,9.8255498,370
1417490640,370,370,370,370,0.02655554,9.8255498,370
1417490700,370,370,370,370,0.02655554,9.8255498,370
1417490760,370,370,370,370,0.02655554,9.8255498,370
1417490820,370,370,370,370,0.02655554,9.8255498,370
1417490880,370,370,370,370,0.02655554,9.8255498,370
1417490940,370,370,370,370,0.02655554,9.8255498,370
1417491000,370,370,370,370,0.02655554,9.8255498,370
1417491060,370,370,370,370,0.02655554,9.8255498,370
1417491120,370,370,370,370,0.02655554,9.8255498,370
1417491180,370,370,370,370,0.02655554,9.8255498,370
1417491240,370,370,370,370,0.02655554,9.8255498,370
1417491300,370,370,370,370,0.02655554,9.8255498,370
1417491360,370,370,370,370,0.02655554,9.8255498,370
1417491420,370,370,370,370,0.02655554,9.8255498,370
1417491480,370,370,370,370,0.02655554,9.8255498,370
1417491540,370,370,370,370,0.02655554,9.8255498,370
1417491600,370,370,370,370,0.02655554,9.8255498,370
1417491660,370,370,370,370,0.02655554,9.8255498,370
1417491720,370,370,370,370,0.02655554,9.8255498,370
1417491780,370,370,370,370,0.02655554,9.8255498,370
1417491840,370,370,370,370,0.02655554,9.8255498,370
1417491900,370,370,370,370,0.02655554,9.8255498,370
1417491960,370,370,370,370,0.02655554,9.8255498,370
1417492020,370,370,370,370,0.02655554,9.8255498,370
1417492080,370,370,370,370,0.02655554,9.8255498,370
1417492140,370,370,370,370,0.02655554,9.8255498,370
1417492200,370,370,370,370,0.02655554,9.8255498,370
1417492260,370,370,370,370,0.02655554,9.8255498,370
1417492320,370,370,370,370,0.02655554,9.8255498,370
1417492380,370,370,370,370,0.02655554,9.8255498,370
1417492440,370,370,370,370,0.02655554,9.8255498,370
1417492500,370,370,370,370,0.02655554,9.8255498,370
1417492560,370,370,370,370,0.02655554,9.8255498,370
1417492620,370,370,370,370,0.02655554,9.8255498,370
1417492680,370,370,370,370,0.02655554,9.8255498,370
1417492740,370,370,370,370,0.02655554,9.8255498,370
1417492800,370,370,370,370,0.02655554,9.8255498,370
1417492860,370,370,370,370,0.02655554,9.8255498,370
1417492920,370,370,370,370,0.02655554,9.8255498,370
1417492980,370,370,370,370,0.02655554,9.8255498,370
1417493040,370,370,370,370,0.02655554,9.8255498,370
1417493100,370,370,370,370,0.02655554,9.8255498,370
1417493160,370,370,370,370,0.02655554,9.8255498,370
1417493220,370,370,370,370,0.02655554,9.8255498,370
1417493280,370,370,370,370,0.02655554,9.8255498,370
1417493340,370,370,370,370,0.02655554,9.8255498,370
1417493400,370,370,370,370,0.02655554,9.8255498,370
1417493460,370,370,370,370,0.02655554,9.8255498,370
1417493520,370,370,370,370,0.02655554,9.8255498,370
1417493580,370,370,370,370,0.02655554,9.8255498,370
1417493640,370,370,370,370,0.02655554,9.8255498,370
1417493700,370,370,370,370,0.02655554,9.8255498,370
1417493760,370,370,370,370,0.02655554,9.8255498,370
1417493820,370,370,370,370,0.02655554,9.8255498,370
1417493880,370,370,370,370,0.02655554,9.8255498,370
1417493940,370,370,370,370,0.02655554,9.8255498,370
1417494000,370,370,370,370,0.02655554,9.8255498,370
1417494060,370,370,370,370,0.02655554,9.8255498,370
1417494120,370,370,370,370,0.02655554,9.8255498,370
1417494180,370,370,370,370,0.02655554,9.8255498,370
1417494240,370,370,370,370,0.02655554,9.8255498,370
1417494300,370,370,370,370,0.02655554,9.8255498,370
1417494360,370,370,370,370,0.02655554,9.8255498,370
1417494420,370,370,370,370,0.02655554,9.8255498,370
1417494480,370,370,370,370,0.02655554,9.8255498,370
1417494540,370,370,370,370,0.02655554,9.8255498,370
1417494600,370,370,370,370,0.02655554,9.8255498,370
1417494660,370,370,370,370,0.02655554,9.8255498,370
1417494720,370,370,370,370,0.02655554,9.8255498,370
1417494780,370,370,370,370,0.02655554,9.8255498,370
1417494840,370,370,370,370,0.02655554,9.8255498,370
1417494900,370,370,370,370,0.02655554,9.8255498,370
1417494960,370,370,370,370,0.02655554,9.8255498,370
1417495020,370,370,370,370,0.02655554,9.8255498,370
1417495080,370,370,370,370,0.02655554,9.8255498,370
1417495140,370,370,370,370,0.02655554,9.8255498,370
1417495200,370,370,370,370,0.02655554,9.8255498,370
1417495260,370,370,370,370,0.02655554,9.8255498,370
1417495320,370,370,370,370,0.02655554,9.8255498,370
1417495380,370,370,370,370,0.02655554,9.8255498,370
1417495440,370,370,370,370,0.02655554,9.8255498,370
1417495500,370,370,370,370,0.02655554,9.8255498,370
1417495560,370,370,370,370,0.02655554,9.8255498,370
1417495620,370,370,370,370,0.02655554,9.8255498,370
1417495680,370,370,370,370,0.02655554,9.8255498,370
1417495740,370,370,370,370,0.02655554,9.8255498,370
1417495800,370,370,370,370,0.02655554,9.8255498,370
1417495860,370,370,370,370,0.02655554,9.8255498,370
1417495920,370,370,370,370,0.02655554,9.8255498,370
1417495980,370,370,370,370,0.02655554,9.8255498,370
1417496040,370,370,370,370,0.02655554,9.8255498,370
1417496100,370,370,370,370,0.02655554,9.8255498,370
1417496160,370,370,370,370,0.02655554,9.8255498,370
1417496220,370,370,370,370,0.02655554,9.8255498,370
1417496280,370,370,370,370,0.02655554,9.8255498,370
1417496340,370,370,370,370,0.02655554,9.8255498,370
1417496400,370,370,370,370,0.02655554,9.8255498,370
1417496460,370,370,370,370,0.02655554,9.8255498,370
1417496520,370,370,370,370,0.02655554,9.8255498,370
1417496580,370,370,370,370,0.02655554,9.8255498,370
1417496640,370,370,370,370,0.02655554,9.8255498,370
1417496700,370,370,370,370,0.02655554,9.8255498,370
1417496760,370,370,370,370,0.02655554,9.8255498,370
1417496820,370,370,370,370,0.02655554,9.8255498,370
1417496880,370,370,370,370,0.02655554,9.8255498,370
1417496940,370,370,370,370,0.02655554,9.8255498,370
1417497000,370,370,370,370,0.02655554,9.8255498,370
1417497060,370,370,370,370,0.02655554,9.8255498,370
1417497120,370,370,370,370,0.02655554,9.8255498,370
1417497180,370,370,370,370,0.02655554,9.8255498,370
1417497240,370,370,370,370,0.02655554,9.8255498,370
1417497300,370,370,370,370,0.02655554,9.8255498,370
1417497360,370,370,370,370,0.02655554,9.8255498,370
1417497420,370,370,370,370,0.02655554,9.8255498,370
1478430240,716.59,716.59,716.59,716.59,0.64915,465.1743985,716.59
1478430300,716.66,716.68,716.66,716.68,0.25258,181.016871,716.67143479
1478430360,716.41,716.41,716.07,716.07,0.31549,225.92031958,716.09344061
1478430420,716.04,716.04,716.04,716.04,0.0133,9.523332,716.04
1478430480,716.26,716.65,716.26,716.62,5.09586,3651.6148792,716.58461559
1478430540,716.39,716.39,716.39,716.39,0.0377,27.007903,716.39
1478430600,716.39,716.39,716.39,716.39,0.0377,27.007903,716.39
1478430660,716.39,716.39,716.39,716.39,0.0377,27.007903,716.39
1478430720,716.8,716.8,716.8,716.8,0.30548,218.968064,716.8
1478435700,716.06,716.06,715.96,715.96,0.40124,287.2814914,715.98417754
1478435760,716.27,716.27,716.27,716.27,0.09228,66.0973956,716.27
1478435820,716.06,716.06,715.41,715.66,3.24543,2322.1573041,715.51606539
1478435880,715.65,715.79,715.55,715.55,0.03884,27.795883944,715.65097694
1478435940,715.65,715.65,715.65,715.65,0.01,7.1565,715.65
1478436000,715.92,716.01,715.92,716.01,0.10111,72.3889169,715.94221046
1478436060,715.92,716.01,715.92,716.01,0.10111,72.3889169,715.94221046
1478436120,716.04,716.04,715.63,715.63,0.02191,15.684034242,715.83907998
1478436180,715.68,715.68,715.51,715.51,0.57941,414.5776491,715.51690357
1478436240,715.51,715.78,715.51,715.78,1.52203,1089.338323,715.71409436
1478436300,715.78,715.78,715.2,715.62,2.00166,1432.2972462,715.55471268
1478436360,715.43,715.58,715.22,715.58,1.12737742,806.36618511,715.25841373
1478436420,715.52,715.69,715.35,715.35,3.54410577,2536.2588951,715.62731468
1478436480,715.2,715.49,715.2,715.49,0.441,315.4496,715.30521542
1507452360,4456.05,4456.05,4456.04,4456.04,0.8334176,3713.7455215,4456.0440306
1507452420,4456.05,4456.05,4456.05,4456.05,0.60291665,2686.6267382,4456.05
1507452480,4456.05,4456.05,4456.04,4456.04,3.7899965,16888.376589,4456.0401544
1507452540,4456.04,4456.05,4453.6,4453.62,4.8584586,21645.667936,4455.2541697
1507452600,4453.62,4453.62,4453.61,4453.61,8.99427604,40056.998363,4453.6100721
1507452660,4453.61,4453.62,4453.6,4453.61,3.37941078,15050.557307,4453.6039822
1507452720,4453.6,4453.61,4453.6,4453.61,1.72201607,7669.1771922,4453.6037298
1507452780,4453.61,4453.61,4453.6,4453.61,1.17369239,5227.163043,4453.605636
1507954200,5667.86,5667.86,5667.86,5667.86,2.26762562,12852.584547,5667.86
1507954260,5667.86,5667.86,5664.66,5667.83,3.04952506,17284.244268,5667.8479198
1507954320,5667.72,5667.73,5660,5662.33,2.6173282,14817.88922,5661.4562973
1507954380,5662.32,5666.93,5662.31,5662.5,2.74645719,15553.369597,5663.0664603
1507954440,5662.5,5662.51,5662.5,5662.51,19.92804715,112842.61827,5662.5025734
1507954500,5662.51,5662.51,5662.5,5662.51,6.43378886,36431.388124,5662.5091243
1507954560,5662.51,5667.86,5662.51,5667.86,7.548308,42763.395004,5665.2954548
1507954620,5667.86,5667.86,5667.85,5667.85,3.45306826,19571.492973,5667.8558023
1507954680,5667.86,5667.86,5667.85,5667.86,1.99643805,11315.528832,5667.8587307
1507954740,5667.85,5667.86,5667,5667,11.56676639,65555.138919,5667.5423976
1507954800,5667.34,5667.34,5667.01,5667.2,1.11510816,6319.5063432,5667.1689527
1507954860,5667.2,5667.2,5667,5667.01,3.56127232,20182.166591,5667.1225275
1507954920,5667.01,5667.01,5667,5667.01,0.94962855,5381.5540271,5667.0095135
1507954980,5667.01,5667.01,5662.5,5665.24,4.27797541,24237.066579,5665.5460251
1507955040,5665.24,5665.26,5662.4,5663.93,3.7504049,21242.014031,5663.925522
1507955100,5662.41,5664,5660.02,5663.98,3.50543962,19846.721702,5661.6926416
1507955160,5663.86,5663.86,5660.02,5660.04,1.33184689,7538.4261479,5660.1297075
1507955220,5660.04,5660.92,5660,5660,4.75313725,26904.034342,5660.2687712
1507955280,5660.01,5660.09,5660,5660.09,3.5933657,20338.461259,5660.0031716
1507955340,5660.09,5660.09,5660.08,5660.09,7.7651425,43951.327763,5660.0800002
1507955400,5660.09,5660.5,5660.09,5660.49,10.05947951,56941.557998,5660.4874975
1507955460,5660.5,5661.55,5660.5,5661.33,1.88204178,10653.865915,5660.8020229
1507955520,5661.33,5661.33,5661.32,5661.33,2.85132515,16142.289111,5661.3287725
1507955580,5661.33,5661.33,5661.32,5661.33,4.56157493,25824.56387,5661.326245
1507955640,5661.33,5661.33,5655.14,5655.15,12.79913596,72440.217182,5659.7740198
1507955700,5655.15,5655.15,5655.14,5655.15,1.62771739,9204.977016,5655.1444818
1507955760,5655.15,5655.15,5655.14,5655.15,2.96663689,16776.756176,5655.1431127
1507955820,5655.15,5655.15,5655.15,5655.15,0.82072516,4641.3238886,5655.15
1507955880,5655.15,5655.15,5655,5655.01,11.54973971,65315.219523,5655.1248048
1507955940,5655.01,5655.01,5651.05,5651.06,3.85212889,21771.136273,5651.7154266
1507956000,5651.06,5651.06,5650,5650.01,2.60851134,14738.531926,5650.1697731
1507956060,5650.01,5650.01,5650,5650,6.23290773,35215.935613,5650.0011132
1507956120,5650,5650.01,5645.32,5645.33,1.4164673,7998.96168,5647.1206077
1507956180,5645.33,5645.33,5645.32,5645.33,1.74850738,9870.9001601,5645.3294238
1507956240,5645.33,5645.33,5645.32,5645.33,2.43266438,13733.191204,5645.3291779
1507956300,5645.33,5645.33,5645.32,5645.32,0.46097458,2602.3520304,5645.3265394
1507956360,5645.33,5645.33,5645.33,5645.33,0.45502519,2568.7673559,5645.33
1507956420,5645.33,5645.36,5645.32,5645.36,4.47563279,25266.493771,5645.345576
1507956480,5645.36,5645.5,5645.36,5645.49,3.84652519,21715.28929,5645.4301524
1507956540,5645.5,5660,5645.5,5660,2.52195866,14251.764579,5651.0698631
1507956600,5660,5660,5659.99,5660,1.86661313,10565.01552,5659.9920734
1507956660,5660,5660,5659.99,5659.99,1.98855446,11255.216738,5659.9992429
1507956720,5659.99,5660,5659.99,5660,6.47523134,36649.762185,5659.9927108
1507956780,5660,5660,5659.99,5659.99,3.14120884,17779.21281,5659.9906963
1507956840,5660,5660,5647.67,5647.91,4.63201517,26175.947957,5651.0928822
1507956900,5650.7,5654.28,5650.69,5650.7,1.98136424,11198.1703,5651.7474546
1507956960,5650.71,5651.53,5650.71,5651.53,1.52841228,8637.6604393,5651.3942948
1507957020,5653.47,5654.17,5645.35,5645.35,17.66238716,99756.16277,5647.9433876
1507957080,5645.36,5645.36,5640,5640,9.75414693,55035.511091,5642.268
1507957140,5640.01,5640.01,5639.51,5639.52,1.7051039,9616.7859655,5639.9999821
1507957200,5639.52,5639.52,5615.02,5616.1,18.17522562,102194.81928,5622.7538195
1507957260,5618.19,5624.99,5618.19,5620.26,6.20964196,34920.149193,5623.5366577
1507957320,5620.26,5620.26,5620.05,5620.06,1.36572588,7675.6383972,5620.1896073
1507957380,5620.24,5620.26,5620.24,5620.26,0.57847321,3251.1658432,5620.2530852
1507957440,5620.26,5620.26,5620.25,5620.25,1.92453025,10816.342366,5620.2506385
1507957500,5620.25,5620.26,5605.53,5610.22,40.11692639,225087.98775,5610.7984337
1507957560,5610.22,5610.22,5608.05,5608.05,2.76683084,15516.539848,5608.0551162
1507957620,5608.06,5608.06,5594.95,5594.95,23.88193209,133783.82587,5601.8845278
1507957680,5594.95,5594.95,5590.25,5590.26,6.05039877,33838.569356,5592.7833259
1507957740,5590.25,5616.68,5590.25,5613.62,27.03455007,151635.01463,5608.9342798
1507957800,5613.63,5613.63,5600.21,5602.96,4.08836854,22937.346913,5610.3912082
1507957860,5602.96,5608.38,5602.96,5607.19,3.37285293,18905.967103,5605.3339695
1507957920,5606.22,5608,5606.01,5608,1.91358538,10728.166099,5606.3169228
1507957980,5608,5610,5608,5608.88,1.46058223,8192.693898,5609.197298
1507958040,5608.86,5608.86,5608.85,5608.85,0.93242534,5229.8338683,5608.85
1507958100,5608.85,5608.85,5606,5606.01,2.8950796,16233.660014,5607.3276928
1507958160,5606.01,5606.01,5591.5,5591.5,3.54165959,19830.697348,5599.2669098
1507958220,5591.51,5591.51,5590.27,5590.28,12.1492964,67931.049974,5591.3567121
1507958280,5590.28,5593.2,5590.28,5590.74,2.52257261,14103.470128,5590.9075014
1507958340,5590.9,5590.9,5590,5590.01,1.89082484,10570.211828,5590.2649489
1507958400,5590.01,5592.24,5590,5592.24,4.0710956,22757.853215,5590.1053307
1507958460,5597.4,5597.4,5590.03,5593.7,5.599488,31326.258072,5594.4861517
1507958520,5593.65,5593.65,5589.95,5589.95,2.49311326,13936.562015,5590.0236216
1507958580,5589.96,5596.93,5589.96,5596.69,1.86396291,10421.144364,5590.8539318
1507958640,5596.35,5596.35,5590.96,5593.55,0.85937514,4806.8423372,5593.4156266
1507958700,5593.55,5593.55,5590,5590.4,3.07139526,17171.935251,5590.9232766
1507958760,5595.69,5595.74,5595.69,5595.74,1.91661205,10724.845886,5595.7312205
1507958820,5595.74,5597.37,5595.74,5597.36,3.39522278,19004.016821,5597.2812544
1507958880,5597.37,5600,5597.37,5598.88,5.68270441,31815.973378,5598.7380448
1507958940,5598.89,5599.39,5598.88,5598.91,1.31920178,7386.0871494,5598.9062943
1507959000,5598.92,5599.38,5598.92,5598.92,6.7264394,37660.796086,5598.9200001
